	Date	PX_LAST	PX_VOLUME	Valuation
EWSI US Equity	3/31/17	0.0003	77042731	23112.8193
EWSI US Equity	12/30/16	0.0002	197910601	39582.1202
EWSI US Equity	9/30/16	0.0001	3293968	329.3968
EWSI US Equity	6/30/16	0.0001	30348909	3034.8909
EWSI US Equity	3/31/16	0.0001	46973575	4697.3575
EWSI US Equity	12/31/15	0.0001	184314193	18431.4193
EWSI US Equity	9/30/15	0.0001	45710335	4571.0335
EWSI US Equity	6/30/15	0.0001	259185426	25918.5426
EWSI US Equity	3/31/15	0.0002	605881488	121176.2976
EWSI US Equity	12/31/14	0.0018	33353993	60037.1874
EWSI US Equity	9/30/14	0.0781	5467605	427019.9505
EWSI US Equity	6/30/14	2	993497	1986994
EWSI US Equity	3/31/14	6	549565	3297390
EWSI US Equity	12/31/13	7.25	534424	3874574
EWSI US Equity	9/30/13	8.25	686314	5662090.5
EWSI US Equity	6/28/13	2.5	201491	503727.5
EWSI US Equity	3/28/13	4.25	199789	849103.25
EWSI US Equity	12/31/12	1.125	71871	80854.875
EWSI US Equity	9/28/12	3.25	144813	470642.25
EWSI US Equity	6/29/12	6.125	117087	717157.875
EWSI US Equity	3/30/12	312.5	3854	1204375
EWSI US Equity	12/30/11	262.5	6	1575
EWSI US Equity	9/30/11	65	766	49790
EWSI US Equity	3/31/11	80	3805	304400
EWSI US Equity	12/31/10	1	8500	8500
MSEZ US Equity	9/29/17	0.0035	10145	35.5075
MSEZ US Equity	6/30/17	0.0025	16414	41.035
MSEZ US Equity	3/31/17	0.0025	7583	18.9575
MSEZ US Equity	12/30/16	0.0034	47070	160.038
MSEZ US Equity	9/30/16	0.0025	1198	2.995
MSEZ US Equity	6/30/16	0.0025	5591	13.9775
MSEZ US Equity	3/31/16	0.003	10483	31.449
MSEZ US Equity	12/31/15	0.003	7488	22.464
MSEZ US Equity	9/30/15	0.004	26944	107.776
MSEZ US Equity	3/31/15	0.0046	13997	64.3862
MSEZ US Equity	12/31/14	0.0046	137116	630.7336
MSEZ US Equity	9/30/14	0.0045	641	2.8845
MSEZ US Equity	6/30/14	0.0043	123792	532.3056
MSEZ US Equity	3/31/14	0.0041	48718	199.7438
MSEZ US Equity	12/31/13	0.004	13460	53.84
MSEZ US Equity	9/30/13	0.01	175307	1753.07
MSEZ US Equity	6/28/13	0.015	29483	442.245
MSEZ US Equity	3/28/13	0.096	129589	12440.544
MSEZ US Equity	12/31/12	0.012	504346	6052.152
MSEZ US Equity	9/28/12	0.225	486527	109468.575
MSEZ US Equity	6/29/12	0.375	1423535	533825.625
MSEZ US Equity	3/30/12	0.15	5147	772.05
MSEZ US Equity	12/30/11	0.15	26901	4035.15
MSEZ US Equity	9/30/11	0.225	30374	6834.15
MSEZ US Equity	6/30/11	0.15	120298	18044.7
MSEZ US Equity	9/30/10	1199.9999	0	
MSEZ US Equity	6/30/10	612	0	
SMCE US Equity	9/29/17	0.0063	4730523	29802.2949
SMCE US Equity	6/30/17	0.0024	1100916	2642.1984
SMCE US Equity	3/31/17	0.0024	4634758	11123.4192
SMCE US Equity	12/30/16	0.0025	18320633	45801.5825
SMCE US Equity	9/30/16	0.0109	28185601	307223.0509
SMCE US Equity	6/30/16	0.042	4602704	193313.568
SMCE US Equity	3/31/16	0.017	681114	11578.938
SMCE US Equity	12/31/15	0.02	1999007	39980.14
SMCE US Equity	9/30/15	0.045	2785599	125351.955
SMCE US Equity	6/30/15	0.139	2821992	392256.888
SMCE US Equity	3/31/15	0.9	762673	686405.7
SMCE US Equity	12/31/14	0.18	17673	3181.14
SMCE US Equity	9/30/14	0.1	907	90.7
SMCE US Equity	6/30/14	0.1	15458	1545.8
SMCE US Equity	3/31/14	0.1	7293	729.3
SMCE US Equity	12/31/13	0.08	39032	3122.56
SMCE US Equity	9/30/13	0.13	18432	2396.16
SMCE US Equity	6/28/13	0.15	13981	2097.15
SMCE US Equity	3/28/13	0.16	31688	5070.08
SMCE US Equity	12/31/12	0.21	20883	4385.43
SMCE US Equity	9/28/12	0.25	18743	4685.75
SMCE US Equity	6/29/12	0.4	35740	14296
SMCE US Equity	3/30/12	0.75	68406	51304.5
SMCE US Equity	12/30/11	0.7	21508	15055.6
SMCE US Equity	9/30/11	0.53	41396	21939.88
SMCE US Equity	6/30/11	0.51	34503	17596.53
SMCE US Equity	3/31/11	2.5	131392	328480
SMCE US Equity	12/31/10	5	580602	2903010
SMCE US Equity	9/30/10	4.3182	127390	550095.498
SMCE US Equity	6/30/10	9.7727	62900	614702.83
SMCE US Equity	3/31/10	33.6364	181592	6108101.149
SMCE US Equity	12/31/09	55.4545	223237	12379496.22
SMCE US Equity	9/30/09	45.4545	218	9909.081
SMCE US Equity	6/30/09	45.9091	38	1744.5458
SMCE US Equity	3/31/09	909.0909	71	64545.4539
SMCE US Equity	12/31/08	1818.1818	149	270909.0882
SMCE US Equity	9/30/08	17.0455	4	68.182
SMCE US Equity	6/30/08	130.6818	13	1698.8634
SMCE US Equity	3/31/08	51.1364	40	2045.456
SMCE US Equity	12/31/07	90.9091	31	2818.1821
SMCE US Equity	9/28/07	227.2727	82	18636.3614
SMCE US Equity	6/29/07	181.8182	112	20363.6384
SMCE US Equity	3/30/07	227.2727	139	31590.9053
SMCE US Equity	12/29/06	181.8182	31	5636.3642
SMCE US Equity	9/29/06	181.8182	8	1454.5456
SMCE US Equity	6/30/06	113.6364	9	1022.7276
SMCE US Equity	3/31/06	181.8182	26	4727.2732
SMCE US Equity	12/30/05	136.3636	42	5727.2712
SMCE US Equity	9/30/05	318.1818	4	1272.7272
SMCE US Equity	6/30/05	318.1818	16	5090.9088
SMCE US Equity	3/31/05	454.5455	24	10909.092
SMCE US Equity	12/31/04	318.1818	55	17499.999
SMCE US Equity	9/30/04	1136.3636	26	29545.4536
SMCE US Equity	6/30/04	1818.1818	47	85454.5446
SMCE US Equity	3/31/04	2227.2727	249	554590.9023
SMCE US Equity	12/31/03	5909.0909	121	714999.9989
SMCE US Equity	9/30/03	9090.9091	181	1645454.547
SMCE US Equity	6/30/03	22727.2727	786	17863636.34
SMCE US Equity	3/31/03	31363.6364	88	2760000.003
SMCE US Equity	12/31/02	45454.5455	85	3863636.368
NPNTQ US Equity	9/29/17	0.001	5895	5.895
NPNTQ US Equity	6/30/17	0.001	44108	44.108
NPNTQ US Equity	3/31/17	0.001	10412	10.412
NPNTQ US Equity	12/30/16	0.000125	21698	2.71225
NPNTQ US Equity	9/30/16	0.001	9460	9.46
NPNTQ US Equity	6/30/16	0.001	50909	50.909
NPNTQ US Equity	3/31/16	0.001	100552	100.552
NPNTQ US Equity	12/31/15	0.001	42517	42.517
NPNTQ US Equity	9/30/15	0.001	13291	13.291
NPNTQ US Equity	6/30/15	0.001	15958	15.958
NPNTQ US Equity	3/31/15	0.001	5546	5.546
NPNTQ US Equity	12/31/14	0.001	1117817	1117.817
NPNTQ US Equity	6/30/14	0.001	1965621	1965.621
NPNTQ US Equity	3/31/14	0.001	300	0.3
NPNTQ US Equity	12/31/13	0.001	4400	4.4
NPNTQ US Equity	9/30/13	0.001	3720	3.72
NPNTQ US Equity	6/28/13	0.001	250	0.25
NPNTQ US Equity	3/28/13	0.000125	100	0.0125
NPNTQ US Equity	9/28/12	0.003	1400	4.2
NPNTQ US Equity	6/29/12	0.000313	109503	34.274439
NPNTQ US Equity	3/30/12	0.000375	254418	95.40675
NPNTQ US Equity	12/30/11	0.000313	122086	38.212918
NPNTQ US Equity	9/30/11	0.0005	450214	225.107
NPNTQ US Equity	6/30/11	0.000188	1472412	276.813456
NPNTQ US Equity	3/31/11	0.000313	930294	291.182022
NPNTQ US Equity	12/31/10	0.0015	1645476	2468.214
NPNTQ US Equity	9/30/10	0.0005	694525	347.2625
NPNTQ US Equity	6/30/10	0.000688	1383000	951.504
NPNTQ US Equity	3/31/10	0.001125	3022319	3400.108875
NPNTQ US Equity	12/31/09	0.001188	1872781	2224.863828
NPNTQ US Equity	9/30/09	0.003	1867709	5603.127
NPNTQ US Equity	6/30/09	0.001125	2702553	3040.372125
NPNTQ US Equity	3/31/09	0.001	8984854	8984.854
NPNTQ US Equity	12/31/08	0.000313	15280567	4782.817471
NPNTQ US Equity	9/30/08	0.000625	9900748	6187.9675
NPNTQ US Equity	6/30/08	0.001188	6978334	8290.260792
NPNTQ US Equity	3/31/08	0.000625	4286775	2679.234375
NPNTQ US Equity	12/31/07	0.001125	6301835	7089.564375
NPNTQ US Equity	9/28/07	0.001	9027522	9027.522
NPNTQ US Equity	6/29/07	0.001813	23616286	42816.32652
NPNTQ US Equity	3/30/07	0.000875	5338043	4670.787625
NPNTQ US Equity	12/29/06	0.0015	10565185	15847.7775
NPNTQ US Equity	9/29/06	0.001	854287	854.287
NPNTQ US Equity	6/30/06	0.001188	9530060	11321.71128
NPNTQ US Equity	3/31/06	0.000688	22150746	15239.71325
NPNTQ US Equity	12/30/05	0.000625	4969656	3106.035
NPNTQ US Equity	9/30/05	0.0005	15709326	7854.663
NPNTQ US Equity	6/30/05	0.000813	10565992	8590.151496
NPNTQ US Equity	3/31/05	0.000688	17171047	11813.68034
NPNTQ US Equity	12/31/04	0.000625	19644358	12277.72375
NPNTQ US Equity	9/30/04	0.001	2566847	2566.847
NPNTQ US Equity	6/30/04	0.000625	1542685	964.178125
NPNTQ US Equity	3/31/04	0.000875	6964398	6093.84825
NPNTQ US Equity	12/31/03	0.000625	8568083	5355.051875
NPNTQ US Equity	9/30/03	0.005	10696500	53482.5
NPNTQ US Equity	6/30/03	0.006	9311000	55866
NPNTQ US Equity	3/31/03	0.001	11539300	11539.3
NPNTQ US Equity	12/31/02	0.001	34361800	34361.8
NPNTQ US Equity	9/30/02	0.002	97212200	194424.4
NPNTQ US Equity	6/28/02	0.19	27729400	5268586
NPNTQ US Equity	3/28/02	0.16	29936500	4789840
NPNTQ US Equity	12/31/01	0.15	84238800	12635820
NPNTQ US Equity	9/28/01	0.09	27863800	2507742
NPNTQ US Equity	6/29/01	0.045	45539700	2049286.5
NPNTQ US Equity	3/30/01	0.018	97832400	1760983.2
NPNTQ US Equity	12/29/00	0.34375	172004400	59126512.5
NPNTQ US Equity	9/29/00	8.875	73291100	650458512.5
NPNTQ US Equity	6/30/00	11.1875	71397800	798762887.5
NPNTQ US Equity	3/31/00	23.0625	94478900	2178919631
NPNTQ US Equity	12/31/99	24	94315900	2263581600
NPNTQ US Equity	9/30/99	18.5	50463800	933580300
NPNTQ US Equity	6/30/99	36.5	51704900	1887228850
DGEN US Equity	9/29/17	0.0005	300	0.15
DGEN US Equity	6/30/17	0.0001	10000	1
DGEN US Equity	3/31/17	0.0001	18859	1.8859
DGEN US Equity	12/30/16	0.0001	729178	72.9178
DGEN US Equity	9/30/16	0.001	34450	34.45
DGEN US Equity	6/30/16	0.001	78003	78.003
DGEN US Equity	3/31/16	0.015	161920	2428.8
DGEN US Equity	12/31/15	0.006	267947	1607.682
DGEN US Equity	9/30/15	0.0101	236639	2390.0539
DGEN US Equity	6/30/15	0.0193	1501727	28983.3311
DGEN US Equity	3/31/15	0.02	249100	4982
DGEN US Equity	12/31/14	0.0277	650279	18012.7283
DGEN US Equity	9/30/14	0.0175	516898	9045.715
DGEN US Equity	6/30/14	0.0145	2667969	38685.5505
DGEN US Equity	3/31/14	0.02	317559	6351.18
DGEN US Equity	12/31/13	0.02	517227	10344.54
DGEN US Equity	9/30/13	0.045	491453	22115.385
DGEN US Equity	6/28/13	0.045	310930	13991.85
DGEN US Equity	3/28/13	0.047	555877	26126.219
DGEN US Equity	12/31/12	0.05	351459	17572.95
DGEN US Equity	9/28/12	0.0399	1646404	65691.5196
DGEN US Equity	6/29/12	0.024	587690	14104.56
DGEN US Equity	3/30/12	0.04	258515	10340.6
DGEN US Equity	12/30/11	0.056	466564	26127.584
DGEN US Equity	9/30/11	0.08	471844	37747.52
DGEN US Equity	6/30/11	0.09	403846	36346.14
DGEN US Equity	3/31/11	0.065	193744	12593.36
DGEN US Equity	12/31/10	0.07	2528306	176981.42
DGEN US Equity	9/30/10	0.06	4442738	266564.28
DGEN US Equity	6/30/10	0.052	2481846	129055.992
DGEN US Equity	3/31/10	0.07	1213831	84968.17
DGEN US Equity	12/31/09	0.08	3702534	296202.72
DGEN US Equity	9/30/09	0.1	1499972	149997.2
DGEN US Equity	6/30/09	0.1	192130	19213
DGEN US Equity	3/31/09	0.04	304954	12198.16
DGEN US Equity	12/31/08	0.07	674114	47187.98
DGEN US Equity	9/30/08	0.12	351905	42228.6
DGEN US Equity	6/30/08	0.12	438008	52560.96
DGEN US Equity	3/31/08	0.15	202773	30415.95
DGEN US Equity	12/31/07	0.12	333358	40002.96
DGEN US Equity	9/28/07	0.1	2402189	240218.9
DGEN US Equity	6/29/07	0.25	1432546	358136.5
DGEN US Equity	3/30/07	0.39	610765	238198.35
DGEN US Equity	12/29/06	0.45	2998353	1349258.85
DGEN US Equity	9/29/06	0.52	1196854	622364.08
DGEN US Equity	6/30/06	0.65	1244384	808849.6
DGEN US Equity	3/31/06	0.53	2270046	1203124.38
DGEN US Equity	12/30/05	0.4	4487670	1795068
DGEN US Equity	9/30/05	0.24	5767023	1384085.52
DGEN US Equity	6/30/05	0.11	3654477	401992.47
DGEN US Equity	3/31/05	0.165	5588439	922092.435
DGEN US Equity	12/31/04	0.07	1708287	119580.09
DGEN US Equity	9/30/04	0.05	2068253	103412.65
DGEN US Equity	6/30/04	0.06	1613664	96819.84
DGEN US Equity	3/31/04	0.08	6152474	492197.92
DGEN US Equity	12/31/03	0.02	7210576	144211.52
DGEN US Equity	9/30/03	0.04	21478137	859125.48
DGEN US Equity	6/30/03	0.14	120244230	16834192.2
DGEN US Equity	3/31/03	0.27	17869137	4824666.99
DGEN US Equity	12/31/02	0.48	5707930	2739806.4
DGEN US Equity	9/30/02	1.5	2802536	4203804
DGEN US Equity	6/28/02	2.45	2532100	6203645
DGEN US Equity	3/28/02	6.74	2508700	16908638
DGEN US Equity	12/31/01	9.2	3264300	30031560
DGEN US Equity	9/28/01	7.07	2951800	20869226
DGEN US Equity	6/29/01	8.98	3671700	32971866
DGEN US Equity	3/30/01	5.75	7410200	42608650
DGEN US Equity	12/29/00	10.4375	6686500	69790343.75
DGEN US Equity	9/29/00	30.9375	18967500	586807031.3
GSLO US Equity	9/29/17	0.0001	267804	26.7804
GSLO US Equity	6/30/17	0.0001	350627	35.0627
GSLO US Equity	3/31/17	0.0001	439440	43.944
GSLO US Equity	12/30/16	0.0002	1203564	240.7128
GSLO US Equity	9/30/16	0.001	597811	597.811
GSLO US Equity	6/30/16	0.0002	820738	164.1476
GSLO US Equity	3/31/16	0.0001	286886	28.6886
GSLO US Equity	12/31/15	0.0001	595506	59.5506
GSLO US Equity	9/30/15	0.0001	802768	80.2768
GSLO US Equity	6/30/15	0.0001	158000	15.8
GSLO US Equity	3/31/15	0.0001	1879288	187.9288
GSLO US Equity	12/31/14	0.0001	348088	34.8088
GSLO US Equity	9/30/14	0.0001	478205	47.8205
GSLO US Equity	6/30/14	0.0001	131758	13.1758
GSLO US Equity	3/31/14	0.0001	1941752	194.1752
GSLO US Equity	12/31/13	0.0001	1604195	160.4195
GSLO US Equity	9/30/13	0.0001	432460	43.246
GSLO US Equity	6/28/13	0.0001	1636409	163.6409
GSLO US Equity	3/28/13	0.0008	1505874	1204.6992
GSLO US Equity	12/31/12	0.0003	2749995	824.9985
GSLO US Equity	9/28/12	0.002	2392135	4784.27
GSLO US Equity	6/29/12	0.004	1014621	4058.484
GSLO US Equity	3/30/12	0.005	2334673	11673.365
GSLO US Equity	12/30/11	0.002	6682027	13364.054
GSLO US Equity	9/30/11	0.019	8807343	167339.517
GSLO US Equity	6/30/11	0.03	46213535	1386406.05
GSLO US Equity	3/31/11	0.293	67646477	19820417.76
GSLO US Equity	12/31/10	0.325	31705075	10304149.38
GSLO US Equity	9/30/10	0.6	28763151	17257890.6
GSLO US Equity	6/30/10	1.15	2113061	2430020.15
GSLO US Equity	3/31/10	0.61	16380	9991.8
GSLO US Equity	12/31/09	0.35	3000	1050
GSLO US Equity	9/30/09	0.41	7500	3075
GSLO US Equity	6/30/09	0.4	5000	2000
GSLO US Equity	3/31/09	1.01	2600	2626
GSLO US Equity	12/31/08	1.01	1500	1515
GSLO US Equity	9/30/08	0.65	21200	13780
VIZG US Equity	9/29/17	0.001	12600	12.6
VIZG US Equity	6/30/17	0.001	1000	1
VIZG US Equity	3/31/17	0.0001	200	0.02
VIZG US Equity	9/30/16	0.0001	200	0.02
VIZG US Equity	3/31/16	0.0001	9210	0.921
VIZG US Equity	12/31/15	0.001	1700	1.7
VIZG US Equity	9/30/15	0.0001	4000	0.4
VIZG US Equity	6/30/15	0.0011	1900	2.09
VIZG US Equity	3/31/15	0.001	118786	118.786
VIZG US Equity	12/31/14	0.001	7660	7.66
VIZG US Equity	9/30/14	0.0001	750	0.075
VIZG US Equity	6/30/14	0.0001	3720	0.372
VIZG US Equity	3/31/14	0.0001	1000	0.1
VIZG US Equity	12/31/13	0.0001	2735	0.2735
VIZG US Equity	6/28/13	0.0001	200	0.02
VIZG US Equity	3/28/13	0.0001	100	0.01
VIZG US Equity	12/31/12	0.0001	1750	0.175
VIZG US Equity	9/28/12	0.0001	8102	0.8102
VIZG US Equity	6/29/12	0.0001	3900	0.39
VIZG US Equity	3/30/12	0.0001	1500	0.15
VIZG US Equity	12/30/11	0.0001	200	0.02
VIZG US Equity	12/31/10	0.0001	700	0.07
VIZG US Equity	9/30/10	0.0001	1000	0.1
VIZG US Equity	6/30/10	0.0001	800	0.08
VIZG US Equity	3/31/10	0.0001	4530	0.453
VIZG US Equity	12/31/09	0.0001	4280	0.428
VIZG US Equity	9/30/09	0.0001	240595	24.0595
VIZG US Equity	6/30/09	0.0001	34300	3.43
VIZG US Equity	3/31/09	0.0001	14036	1.4036
VIZG US Equity	12/31/08	0.0001	9800	0.98
VIZG US Equity	9/30/08	0.0004	7150	2.86
VIZG US Equity	6/30/08	0.0001	70279	7.0279
VIZG US Equity	3/31/08	0.0001	318324	31.8324
VIZG US Equity	12/31/07	0.0001	32116	3.2116
VIZG US Equity	9/28/07	0.0001	41580	4.158
VIZG US Equity	6/29/07	0.0001	21183	2.1183
VIZG US Equity	3/30/07	0.0001	3110	0.311
VIZG US Equity	12/29/06	0.0001	28815	2.8815
VIZG US Equity	9/29/06	0.0001	39985	3.9985
VIZG US Equity	12/30/05	0.0001	100441	10.0441
VIZG US Equity	9/30/05	0.0001	21850	2.185
VIZG US Equity	6/30/05	0.0001	122185	12.2185
VIZG US Equity	3/31/05	0.0001	677825	67.7825
VIZG US Equity	12/31/04	0.0001	40460	4.046
VIZG US Equity	9/30/04	0.0001	10540	1.054
VIZG US Equity	6/30/04	0.001	51459	51.459
VIZG US Equity	3/31/04	0.0001	37141	3.7141
VIZG US Equity	12/31/03	0.0001	46780	4.678
VIZG US Equity	9/30/03	0.0001	15900	1.59
VIZG US Equity	6/30/03	0.0001	11700	1.17
VIZG US Equity	3/31/03	0.0001	38800	3.88
VIZG US Equity	12/31/02	0.0001	148200	14.82
VIZG US Equity	9/30/02	0.0001	24400	2.44
VIZG US Equity	6/28/02	0.001	44500	44.5
VIZG US Equity	3/28/02	0.001	51500	51.5
VIZG US Equity	12/31/01	0.001	330600	330.6
VIZG US Equity	9/28/01	0.01	121600	1216
VIZG US Equity	6/29/01	0.05	367600	18380
VIZG US Equity	3/30/01	0.3125	934600	292062.5
VIZG US Equity	12/29/00	0.375	1647000	617625
VIZG US Equity	9/29/00	1.875	2451600	4596750
VIZG US Equity	6/30/00	3.75	2272900	8523375
VIZG US Equity	3/31/00	7.25	5193500	37652875
VIZG US Equity	12/31/99	10.125	7270800	73616850
VIZG US Equity	9/30/99	1.25	55700	69625
VIZG US Equity	6/30/99	1.5	382400	573600
VIZG US Equity	3/31/99	0.8125	359700	292256.25
VIZG US Equity	12/31/98	0.0938	31800	2982.84
VIZG US Equity	9/30/98	0.1875	74600	13987.5
VIZG US Equity	6/30/98	0.8125	917600	745550
VIZG US Equity	3/31/98	1	64700	64700
VIZG US Equity	12/31/97	0.25	100	25
NWCI US Equity	9/29/17	0.001	4537156	4537.156
NWCI US Equity	6/30/17	0.002	2444196	4888.392
NWCI US Equity	3/31/17	0.0005	1747610	873.805
NWCI US Equity	12/30/16	0.0004	3263443	1305.3772
NWCI US Equity	9/30/16	0.0008	36897101	29517.6808
NWCI US Equity	6/30/16	0.001	7515715	7515.715
NWCI US Equity	3/31/16	0.0004	1196348	478.5392
NWCI US Equity	12/31/15	0.0005	6875185	3437.5925
NWCI US Equity	9/30/15	0.0007	1912315	1338.6205
NWCI US Equity	6/30/15	0.0007	3587644	2511.3508
NWCI US Equity	3/31/15	0.0006	5054573	3032.7438
NWCI US Equity	12/31/14	0.0004	2146517	858.6068
NWCI US Equity	9/30/14	0.0008	1010150	808.12
NWCI US Equity	6/30/14	0.0012	3997085	4796.502
NWCI US Equity	3/31/14	0.0008	1324998	1059.9984
NWCI US Equity	12/31/13	0.0013	729692	948.5996
NWCI US Equity	9/30/13	0.0015	645396	968.094
NWCI US Equity	6/28/13	0.0015	592671	889.0065
NWCI US Equity	3/28/13	0.0013	2503109	3254.0417
NWCI US Equity	12/31/12	0.003	7171266	21513.798
NWCI US Equity	9/28/12	0.0152	355858	5409.0416
NWCI US Equity	6/29/12	0.017	692141	11766.397
NWCI US Equity	3/30/12	0.0325	2123694	69020.055
NWCI US Equity	12/30/11	0.026	3605627	93746.302
NWCI US Equity	9/30/11	0.16	894644	143143.04
NWCI US Equity	6/30/11	0.25	2678184	669546
NWCI US Equity	3/31/11	0.87	2124241	1848089.67
NWCI US Equity	12/31/10	0.849	3208932	2724383.268
NWCI US Equity	9/30/10	0.64	3673401	2350976.64
NWCI US Equity	6/30/10	1	5645458	5645458
NWCI US Equity	3/31/10	1.16	15676844	18185139.04
NWCI US Equity	12/31/09	0.72	1180528	849980.16
NWCI US Equity	9/30/09	1.05	1829639	1921120.95
NWCI US Equity	6/30/09	0.8	2697160	2157728
NWCI US Equity	3/31/09	0.9	339130	305217
NWCI US Equity	12/31/08	1.65	670623	1106527.95
NWCI US Equity	9/30/08	2.495	2387729	5957383.855
NWCI US Equity	6/30/08	3.3	1135461	3747021.3
NWCI US Equity	3/31/08	2.1	906961	1904618.1
AVSR US Equity	9/29/17	0.0025	259340	648.35
AVSR US Equity	6/30/17	0.0013	302813	393.6569
AVSR US Equity	3/31/17	0.002	680899	1361.798
AVSR US Equity	12/30/16	0.0012	37153	44.5836
AVSR US Equity	9/30/16	0.0013	16379056	21292.7728
AVSR US Equity	6/30/16	0.0005	2690	1.345
AVSR US Equity	3/31/16	0.0007	125417	87.7919
AVSR US Equity	12/31/15	0.0005	4392019	2196.0095
AVSR US Equity	9/30/15	0.0015	34050	51.075
AVSR US Equity	6/30/15	0.0016	202982	324.7712
AVSR US Equity	3/31/15	0.0016	697175	1115.48
AVSR US Equity	12/31/14	0.0021	432026	907.2546
AVSR US Equity	9/30/14	0.0026	252913	657.5738
AVSR US Equity	6/30/14	0.0035	227671	796.8485
AVSR US Equity	3/31/14	0.0051	2039801	10402.9851
AVSR US Equity	12/31/13	0.0016	5109658	8175.4528
AVSR US Equity	9/30/13	0.0068	1937068	13172.0624
AVSR US Equity	6/28/13	0.01	1391429	13914.29
AVSR US Equity	3/28/13	0.06	100471	6028.26
AVSR US Equity	12/31/12	0.11	318473	35032.03
AVSR US Equity	9/28/12	0.12	429189	51502.68
AVSR US Equity	6/29/12	0.3	326308	97892.4
AVSR US Equity	3/30/12	0.45	225600	101520
AVSR US Equity	12/30/11	0.52	423620	220282.4
AVSR US Equity	9/30/11	0.3	52687	15806.1
AVSR US Equity	6/30/11	0.2	87475	17495
AVSR US Equity	3/31/11	0.36	99846	35944.56
AVSR US Equity	12/31/10	0.47	130526	61347.22
AVSR US Equity	9/30/10	1	138836	138836
AVSR US Equity	6/30/10	0.53	342082	181303.46
AVSR US Equity	3/31/10	0.5	380415	190207.5
AVSR US Equity	12/31/09	0.4459	384300	171359.37
AVSR US Equity	9/30/09	0.55	697497	383623.35
AVSR US Equity	6/30/09	0.91	326583	297190.53
AVSR US Equity	3/31/09	0.898	672186	603623.028
AVSR US Equity	12/31/08	0.88	708021	623058.48
AVSR US Equity	9/30/08	1.31	742179	972254.49
AVSR US Equity	6/30/08	0.88	828621	729186.48
AVSR US Equity	3/31/08	0.88	1649874	1451889.12
AVSR US Equity	12/31/07	0.36	1488330	535798.8
AVSR US Equity	9/28/07	1.16	346726	402202.16
AVSR US Equity	6/29/07	1.38	809166	1116649.08
AVSR US Equity	3/30/07	1.45	2059753	2986641.85
AVSR US Equity	12/29/06	1.81	3062122	5542440.82
AVSR US Equity	9/29/06	1.53	430073	658011.69
AVSR US Equity	6/30/06	1.73	1232558	2132325.34
AVSR US Equity	3/31/06	1.5	748578	1122867
AVSR US Equity	12/30/05	1.5401	639361	984679.8761
AVSR US Equity	9/30/05	2.05	545616	1118512.8
AVSR US Equity	6/30/05	2.45	1075344	2634592.8
AVSR US Equity	3/31/05	2.03	1147689	2329808.67
AVSR US Equity	12/31/04	1.33	1083207	1440665.31
AVSR US Equity	9/30/04	0.9	578648	520783.2
AVSR US Equity	6/30/04	0.95	576478	547654.1
AVSR US Equity	3/31/04	1.35	1443277	1948423.95
AVSR US Equity	12/31/03	1.52	5547850	8432732
AVSR US Equity	9/30/03	0.7	508897	356227.9
AVSR US Equity	6/30/03	0.83	618142	513057.86
AVSR US Equity	3/31/03	0.79	1554952	1228412.08
AVSR US Equity	12/31/02	0.23	594587	136755.01
AVSR US Equity	9/30/02	0.94	326227	306653.38
AVSR US Equity	6/28/02	0.84	266100	223524
AVSR US Equity	3/28/02	1.5	208400	312600
AVSR US Equity	12/31/01	2	856000	1712000
AVSR US Equity	9/28/01	2.15	889500	1912425
AVSR US Equity	6/29/01	1.54	2194500	3379530
AVSR US Equity	3/30/01	1.5938	5981500	9533314.7
AVSR US Equity	12/29/00	4.5	2822400	12700800
AVSR US Equity	9/29/00	6.75	14892100	100521675
CLRN US Equity	9/29/17	0.001	88082	88.082
CLRN US Equity	6/30/17	0.0001	103010	10.301
CLRN US Equity	3/31/17	0.001	3212	3.212
CLRN US Equity	12/30/16	0.001	37212	37.212
CLRN US Equity	9/30/16	0.001	4173	4.173
CLRN US Equity	6/30/16	0.000125	14979	1.872375
CLRN US Equity	3/31/16	0.000125	1825	0.228125
CLRN US Equity	12/31/15	0.000125	12130	1.51625
CLRN US Equity	9/30/15	0.001	30848	30.848
CLRN US Equity	6/30/15	0.001	250478	250.478
CLRN US Equity	3/31/15	0.001	122086	122.086
CLRN US Equity	12/31/14	0.000125	11492	1.4365
